job_blue-collar,campaign,marital_married,loan_no,housing_no,contact_cellular,housing_yes,previous,contact_unknown,age,poutcome_unknown,poutcome_success,pdays,balance,duration,y
0.0,-0.22831070625752387,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-1.0781878682463184,1.0,0.0,-0.2914557226599873,-0.1654700088422871,-0.65161833089945,0
0.0,-0.5849904535743867,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,-0.5507966690796969,-0.575261452222492,0
1.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,1.2618028138618578,0.0,0.8009463411064415,0.0,0.0,4.5712217350382245,-0.41928223398486797,-0.3171024814575388,0
1.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,0.5973846119773135,-0.30255831409049916,0
1.0,0.48504878837620186,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.979286067754068,1.0,0.0,-0.2914557226599873,-0.06089653619276005,-0.6407102053741702,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.5836788657850659,1.0,0.0,-0.2914557226599873,-0.11406948838743482,-0.48799644802025427,0
0.0,-0.22831070625752387,0.0,1.0,0.0,1.0,1.0,9.415377948961686,0.0,-1.177089668738569,0.0,0.0,4.154804604682853,-0.45402189608538884,1.330024472859698,1
0.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,0.5205687106709644,0.0,0.009731937168437258,0.0,0.0,4.383162385845476,0.4119882519918809,1.290028012600339,1
0.0,-0.22831070625752387,1.0,1.0,1.0,1.0,0.0,2.0030369170527513,0.0,-0.979286067754068,0.0,0.0,1.2264518815386258,-0.1863847033721925,0.15194691612948888,1
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.7899643460289467,1.0,0.0,-0.2914557226599873,1.4577229784871513,0.8100704894880316,0
0.0,0.12836904105933897,1.0,1.0,1.0,1.0,0.0,1.2618028138618578,0.0,0.702044540614191,0.0,1.0,1.0383925323458771,6.291144332983087,-0.011674966749706807,1
1.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.4061662391101815,-0.6588904145829698,0
0.0,-0.5849904535743867,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,0.0,1.7899643460289467,1.0,0.0,-0.2914557226599873,0.19362466164574985,0.6755369413429151,0
0.0,-0.5849904535743867,1.0,0.0,1.0,0.0,0.0,-0.22066539251992898,1.0,1.691062545536696,1.0,0.0,-0.2914557226599873,0.040132072977122006,-0.8879610506138438,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.888866146521197,1.0,0.0,-0.2914557226599873,0.17377342615973793,-0.6079858287983311,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,0.5205687106709644,0.0,3.372393153904955,0.0,1.0,0.9577956684061278,-0.24416597809040574,-0.09893997095194451,1
0.0,-0.22831070625752387,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.30643733864518885,1.0,0.0,-0.2914557226599873,-0.4830897766184777,0.27920838059108555,0
0.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,-0.6794752133908099,-0.5207208245960934,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,1.2618028138618578,0.0,-1.0781878682463184,0.0,0.0,1.1458550175988764,0.17660931694345391,-0.5243568664378533,1
0.0,-0.22831070625752387,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.2075355381529383,1.0,0.0,-0.2914557226599873,-0.039627355314890145,-0.49890457354553397,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.6825806662773164,1.0,0.0,-0.2914557226599873,-0.06373242697647603,-0.4080035275015364,0
0.0,-0.22831070625752387,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.40533913913743935,1.0,0.0,-0.2914557226599873,-0.5617857458665964,-0.46254415512793495,0
0.0,-0.5849904535743867,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.6825806662773164,1.0,0.0,-0.2914557226599873,-0.24735635522208624,-0.4152756111850562,0
0.0,-0.22831070625752387,0.0,1.0,1.0,0.0,0.0,-0.22066539251992898,0.0,0.30643733864518885,1.0,0.0,-0.2914557226599873,0.7260631562884265,0.9409679957913881,1
1.0,-0.5849904535743867,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.28697346430831433,1.0,0.0,-0.2914557226599873,1.2138363710875764,-0.48436040617849435,0
0.0,-0.5849904535743867,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.9987499420909425,1.0,0.0,-0.2914557226599873,0.5218790198608754,-0.5570812430136924,0
0.0,-0.5849904535743867,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,1.691062545536696,1.0,0.0,-0.2914557226599873,-0.41786428859301,-0.5207208245960934,0
0.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-1.37489326972307,1.0,0.0,-0.2914557226599873,-0.2509012187017312,-0.5788974940642518,0
0.0,0.12836904105933897,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.979286067754068,1.0,0.0,-0.2914557226599873,-0.08854647133399093,-0.6697985401082495,0
0.0,-0.22831070625752387,0.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.3943571440599445,1.0,0.0,-0.2914557226599873,-0.4834442629664422,2.5480984898492656,1
0.0,-0.22831070625752387,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.7899643460289467,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.7897879208863263,0
0.0,0.12836904105933897,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.6825806662773164,1.0,0.0,-0.2914557226599873,-0.20588145251023993,-0.38255123460921703,0
0.0,0.8417285356930647,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,0.0,-0.48477706529281533,1.0,0.0,-0.2914557226599873,-0.41786428859301,-0.47708832249497457,0
0.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,0.5205687106709644,0.0,-0.8803842672618175,0.0,1.0,0.944362857749503,-0.414319425113365,-0.5861695777477717,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,0.0,0.5042409396296899,1.0,0.0,-0.2914557226599873,1.3602392327969144,1.4427417699542548,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.2075355381529383,1.0,0.0,-0.2914557226599873,0.17979969407513438,-0.6152579124818509,0
0.0,-0.22831070625752387,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.4068752118061105,0.8064344476462717,0
0.0,0.8417285356930647,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.7497914606269673,0
0.0,-0.5849904535743867,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,1.295455343567694,1.0,0.0,-0.2914557226599873,-0.04281773244657063,0.8100704894880316,0
0.0,0.48504878837620186,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.47345228065321465,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.30643733864518885,1.0,0.0,-0.2914557226599873,-0.2090718296419204,-0.5607172848554524,0
1.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.1880716638160638,1.0,0.0,-0.2914557226599873,0.21312141078379726,-0.38618727645097695,0
0.0,0.8417285356930647,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.979286067754068,1.0,0.0,-0.2914557226599873,-0.14490980066034617,-0.9025052179808833,0
0.0,-0.22831070625752387,0.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-1.37489326972307,1.0,0.0,-0.2914557226599873,0.7969604258813263,-0.5607172848554524,0
0.0,0.12836904105933897,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,1.1965535430754435,1.0,0.0,-0.2914557226599873,0.21028552000008127,-0.6298020798488906,0
1.0,2.9818070195942417,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.40533913913743935,1.0,0.0,-0.2914557226599873,-0.15270850031556515,-0.8915970924556037,0
1.0,-0.22831070625752387,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.009731937168437258,1.0,0.0,-0.2914557226599873,-0.08854647133399093,-0.3280106069828185,0
1.0,-0.22831070625752387,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.5836788657850659,1.0,0.0,-0.2914557226599873,-0.19134751224369548,-0.7752437535192868,0
0.0,0.12836904105933897,0.0,1.0,1.0,1.0,0.0,2.0030369170527513,0.0,-0.48477706529281533,0.0,1.0,2.2070470594722433,-0.26685310436013365,-0.30255831409049916,1
0.0,-0.22831070625752387,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.899848141598692,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.2807420630399397,0
0.0,-0.22831070625752387,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.40533913913743935,1.0,0.0,-0.2914557226599873,0.19397914799371432,0.8355227823803509,0
0.0,0.12836904105933897,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-1.2759914692308196,1.0,0.0,-0.2914557226599873,-0.641190687810644,-0.5498091593301726,0
0.0,-0.5849904535743867,0.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,-1.2759914692308196,1.0,0.0,-0.2914557226599873,-0.07897533993894947,0.15194691612948888,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.7899643460289467,1.0,0.0,-0.2914557226599873,-0.19170199859165998,-0.46618019696969487,0
0.0,-0.22831070625752387,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-1.37489326972307,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.5461731174884128,0
1.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.30643733864518885,1.0,0.0,-0.2914557226599873,-0.1615706590146776,-0.4261837367103359,0
0.0,-0.22831070625752387,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.1880716638160638,1.0,0.0,-0.2914557226599873,-0.4600481640007853,0.4101058868944421,0
0.0,-0.22831070625752387,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.6031427401219404,1.0,0.0,-0.2914557226599873,-0.15129055492370716,-0.6261660380071307,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,3.5573456174808755,-0.6261660380071307,0
0.0,0.48504878837620186,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,1.888866146521197,1.0,0.0,-0.2914557226599873,-0.2533826231374827,-0.6079858287983311,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,1.2618028138618578,0.0,-1.37489326972307,0.0,1.0,2.1936142488156185,-0.0484895140140026,1.2318513431321805,1
1.0,0.48504878837620186,0.0,1.0,1.0,1.0,0.0,0.5205687106709644,0.0,-0.28697346430831433,0.0,0.0,2.1667486275023684,0.015318028619607115,1.1300421715629032,1
0.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,9.415377948961686,0.0,0.30643733864518885,0.0,0.0,2.1667486275023684,-0.4196367203328325,0.5446394350395586,1
0.0,0.12836904105933897,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.6031427401219404,1.0,0.0,-0.2914557226599873,1.0181599070111733,-0.8443285485127249,0
0.0,0.48504878837620186,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.48477706529281533,1.0,0.0,-0.2914557226599873,-0.420700179376726,-0.5861695777477717,0
1.0,-0.5849904535743867,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.40533913913743935,1.0,0.0,-0.2914557226599873,-0.2937940668054355,-0.38255123460921703,0
1.0,2.9818070195942417,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.40533913913743935,1.0,0.0,-0.2914557226599873,-0.06373242697647603,1.744533242820327,1
0.0,-0.22831070625752387,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-1.2759914692308196,1.0,0.0,-0.2914557226599873,-0.4359430923391994,-0.07348767805962518,0
0.0,-0.22831070625752387,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.5836788657850659,1.0,0.0,-0.2914557226599873,-0.007369097650120785,-0.16802476594538268,0
0.0,1.1984082830099276,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,0.0,1.1965535430754435,1.0,0.0,-0.2914557226599873,-0.5270460837660755,-0.5570812430136924,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.39709540197625665,0
0.0,1.911767777643653,1.0,0.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.009731937168437258,1.0,0.0,-0.2914557226599873,-0.5717113636096023,1.9517876278006414,0
0.0,-0.5849904535743867,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.1880716638160638,1.0,0.0,-0.2914557226599873,-0.13037586039380175,-0.5716254103807321,0
0.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,1.2618028138618578,0.0,-0.38587526480056483,0.0,0.0,0.8637659938097536,-0.4196367203328325,2.75171683298782,1
1.0,-0.22831070625752387,0.0,0.0,0.0,1.0,1.0,0.5205687106709644,0.0,-1.572696870707571,0.0,0.0,4.154804604682853,-0.35795609578700976,5.206045076175756,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,-0.5836788657850659,1.0,0.0,-0.2914557226599873,-0.24806532791801522,2.3626603559195103,0
0.0,1.5550880303267902,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,0.10863373766068778,1.0,0.0,-0.2914557226599873,-0.13711110100512722,-0.6152579124818509,0
1.0,1.911767777643653,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.899848141598692,1.0,0.0,-0.2914557226599873,-0.16866038597396757,-0.6770706237917693,0
0.0,0.8417285356930647,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.38587526480056483,1.0,0.0,-0.2914557226599873,-0.20375453442245292,1.2754838452332993,0
0.0,1.911767777643653,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.9987499420909425,1.0,0.0,-0.2914557226599873,-0.423536070160442,-0.37527915092569725,0
0.0,1.1984082830099276,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,0.21134897904397476,-0.5170847827543336,0
0.0,-0.22831070625752387,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.8009463411064415,1.0,0.0,-0.2914557226599873,0.05502049959163094,1.5990915691499308,1
0.0,0.12836904105933897,1.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-1.0781878682463184,1.0,0.0,-0.2914557226599873,-0.49514231244927065,-0.4443639459191354,0
1.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,0.5205687106709644,0.0,-1.6715986711998216,0.0,0.0,3.9801780661467294,-0.12399510613044078,-0.6407102053741702,0
0.0,-0.22831070625752387,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.1880716638160638,1.0,0.0,-0.2914557226599873,0.04899423167623447,-0.687978749317049,0
1.0,-0.5849904535743867,1.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.42601747459619344,-0.5934416614312915,0
0.0,1.1984082830099276,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.2075355381529383,1.0,0.0,-0.2914557226599873,0.09188707977993878,1.3554767657520173,1
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.38587526480056483,1.0,0.0,-0.2914557226599873,0.10393961561073173,-0.5534452011719325,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,1.5921607450444457,1.0,0.0,-0.2914557226599873,0.6037653662406746,-0.4080035275015364,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,2.284473348490199,1.0,0.0,-0.2914557226599873,-0.055579240973292574,2.148133887255676,1
0.0,0.8417285356930647,1.0,1.0,1.0,1.0,0.0,2.0030369170527513,0.0,1.888866146521197,0.0,1.0,2.1533158168457436,1.447442874396181,-0.20074914252122184,1
0.0,2.625127272277379,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.6825806662773164,1.0,0.0,-0.2914557226599873,-0.011977420173659265,-0.840692506670965,0
1.0,-0.22831070625752387,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,1.1965535430754435,1.0,0.0,-0.2914557226599873,-0.1629886044065356,-0.6334381216906505,0
1.0,0.48504878837620186,0.0,0.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.8009463411064415,1.0,0.0,-0.2914557226599873,-0.01977611982887823,2.046324715686399,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-1.2759914692308196,1.0,0.0,-0.2914557226599873,-0.17787703102104455,1.4936463557388935,1
0.0,1.1984082830099276,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,1.295455343567694,1.0,0.0,-0.2914557226599873,-0.01764920174109124,-0.2589258119893803,0
0.0,-0.5849904535743867,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.08606506689823944,-0.3934593601344968,0
0.0,0.12836904105933897,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,1.5921607450444457,1.0,0.0,-0.2914557226599873,1.5027427446786428,-0.6079858287983311,0
0.0,1.5550880303267902,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.6825806662773164,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.49890457354553397,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.9987499420909425,1.0,0.0,-0.2914557226599873,-0.14703671874813318,0.31556879900868456,0
0.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,3.4855051234345384,0.0,0.5042409396296899,0.0,1.0,0.9577956684061278,-0.41928223398486797,1.326388431017938,1
0.0,-0.5849904535743867,0.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,1.1965535430754435,1.0,0.0,-0.2914557226599873,-0.13037586039380175,-0.4916324898620142,0
0.0,-0.5849904535743867,1.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.08916986332381327,1.0,0.0,-0.2914557226599873,-0.22537820164828734,-0.6188939543236108,0
0.0,-0.22831070625752387,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.009731937168437258,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.5970777032730514,0
0.0,-0.5849904535743867,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,0.30643733864518885,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.0916678872684247,0
0.0,0.12836904105933897,1.0,0.0,1.0,0.0,0.0,-0.22066539251992898,1.0,0.8009463411064415,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.6370741635324103,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,0.6031427401219404,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.4261837367103359,0
0.0,-0.22831070625752387,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.5836788657850659,1.0,0.0,-0.2914557226599873,1.2088735622160736,0.9191517447408287,0
0.0,0.48504878837620186,0.0,1.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.38587526480056483,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.575261452222492,0
0.0,-0.5849904535743867,1.0,1.0,1.0,1.0,0.0,0.5205687106709644,0.0,0.702044540614191,0.0,0.0,4.611520167008099,-0.4196367203328325,1.7154449080862477,0
1.0,0.12836904105933897,0.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.979286067754068,1.0,0.0,-0.2914557226599873,-0.12789445595805027,-0.3061943559322591,0
0.0,-0.5849904535743867,0.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.8803842672618175,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.4080035275015364,0
0.0,0.12836904105933897,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,0.0,0.6031427401219404,1.0,0.0,-0.2914557226599873,17.814786532613002,-0.840692506670965,0
0.0,-0.5849904535743867,1.0,1.0,1.0,0.0,0.0,-0.22066539251992898,1.0,1.691062545536696,1.0,0.0,-0.2914557226599873,0.5715071085759051,-0.41163956934329626,0
1.0,0.12836904105933897,1.0,1.0,0.0,1.0,1.0,-0.22066539251992898,0.0,-0.38587526480056483,1.0,0.0,-0.2914557226599873,-0.4196367203328325,-0.2661978956729001,0
0.0,-0.5849904535743867,1.0,0.0,1.0,1.0,0.0,-0.22066539251992898,0.0,-0.48477706529281533,1.0,0.0,-0.2914557226599873,-0.6135407526694131,-0.5061766572290538,0
1.0,-0.22831070625752387,1.0,1.0,0.0,0.0,1.0,-0.22066539251992898,1.0,-0.7814824667695669,1.0,0.0,-0.2914557226599873,0.6569383184353493,-0.7570635443104872,0
